text,label
"Күндерде бір күн хан шашын алғызатын болып: «Шаштараз алып кел», - деп, бас уәзірге әмір қылады.",1
"Уәзір дереу бір шаштаразға барып: «Ертең келіп, ханның шашын ал» - деп бұйырады.",1
"Ертең ерте шаштараз ханның ордасына келе жатса, алдынан уәзір шығады.",1
"Уәзір: - Ей, шаштараз, ханның шашын қандай ұстарамен алмақшы едің? - дейді.",1
"Шаштараз: - Ай, тақсыр, күндегі ұстап жүрген жай ұстарамен аламындағы.",1
Жақсы ұстараны мен байғұс қайдан табамын? - дейді.,1
"Сонда уәзір: - Ей, ақымақ!",1
Ханның шашын жай ұстарамен алуға болмайды.,1
"Мә, мынау ұстарамен ал, - деп, қалтасынан шығарып, бір алтын сапты ұстара береді.",1
"Шаштараз қуанып, ханның құзырына келіп, шашын жібіте бастайды.",1
"Сол уақытта шаштараз: «Не істесең де ойлап істе, ойламай іс қылсаң, қор боларсың! - деп, әр жерге жазылған сөздерді көреді де ішінен: «Қой, уәзірдің ұстарасын қояйын, өзімнің үйренген жаман ұстараммен-ақ ханның шашын алайын», - деп, уәзірдің алтын сапты ұстарасын былай қойып, өзінің ағаш сапты ұстарасымен ала бастайды.",1
Мұны көріп хан ішінен: «Бұл ақымақ алтын сапты ұстарасын менің шашымды алуға аяды ғой!,1
Онымен менен артық кімнің шашын алады.,1
"Тоқтай тұр, мен саған көрсетейін! » - деп шашын алғызып болған соң хан: - Дереу жендетті шақырып келіңдер, мен бұл шаштараздың басын аламын! - деп, кісілеріне әмір қылады.",1
"Шаштараз мұны естіп, неге қылмысты болғанын білмей, қайран қалып тұр еді, жендет келген соң, бейшара шаштараз ханның аяғына жығылып: - Ей, тақсыр, менің басымды алсаңыз да ықтияр, бірақ менің кінәмды айтып алсаңыз екен! - дейді.",1
Хан: - Сен басында менің шашымды алтын сапты ұстарамен алмақшы болдың.,1
"Ақырында оны менен аяп, ағаш сапты жай ұстарамен алып, мені қорладың.",1
"Сенің кінәң осы, - дейді.",1
"Сонда шаштараз: - Жаңа сіздің шашыңызды алуға ордаға келе жатқанымда алдымнан бас уәзіріңіз шығып: «Ханның шашын алуға мына ұстара лайық», - деп, осы алтын сапты ұстараны беріп еді.",1
"Мен сіздің шашыңызды жібітіп жатып, әр жерде жазылған «Не істесең де ойлап істе, ойламай іс қылсаң қор боларсың», - деген сөздерді көріп: «Бұл уәзір берген ұстараның қандай екенін білмеймін, ханға бір зиян келтіріп жүрмейін.",1
"Жаман да болса, үйренген өзімнің ұстараммен алайын», - деп ойладым.",1
"Шашыңызды ағаш ұстарамен алғанымның себебі осы еді, - дейді.",1
Сонан соң хан жасауылдарын жіберіп бас уәзірін шақыртып алдырып: - Мынау ұстараны шаштаразға сен бердің бе? - деп сұрайды.,1
"Уәзір: - Мен бердім, - дейді. - Олай болса, бұл ұстарамен уәзірдің шашын ал, - деп, Хан шаштаразға бұйырады.",1
"Шаштараз уәзірдің шашын жібітіп, алтын ұстарамен бір сипағанда, уәзірдің жаны шығып кетеді.",1
"Сөйтсе, бұл уәзір ханға қас екен.",1
"Соны өлтірмекші болып, ұстарасын зәрге суарған екен.",1
"Мұны көріп, хан шаштаразға дән риза болады.",1
"Көп алтын, күміс сыйлық беріп, үйіне қайтарады.",1
"Қазақ халқының ұлттық ертегілері Ерте заманда, ешкі құйрығы келте заманда бір байда жүрген қойшы байдан көп жылдар бойы ақы ала алмаған соң және байдың қорлығына шыдай алмай бір түнде еліне қашып кетеді.",1
"Бай іздейді, бірақ таба алмайды.",1
"Қойшы бірнеше күн жүрген соң, бір ауылдың шетіндегі бір кішкене үйге қонайын деп кіреді.",1
"Үйде қарт пен кемпір тұрады екен, үйі әрі тар, әрі кішкентай көрінеді.",1
"— Ата, өте алыстан келемін, қонуға бола ма? –деп қойшы рұқсат сұрайды.",1
"— Үйіміз тар, өзіміз шақ отырмыз.",1
"Бұдан басқа бір кең үйім бар еді, онда қазір «шайтандар» бар.",1
"Қысы-жазы содан шықпайды, жазда пішенімді шауып береді, қызметімді бітіреді, ал қыста қарымды күрейді.",1
Күнде «Қызмет тауып бер» деп мазамды алады.,1
"Басқа бір үйге қон, шырағым, – дейді, шал күрсініп.",1
"— Атеке, ол үйіңе мен жатайын, талай рет «шайтанмен» жолдас болғанмын, – дейді қойшы.",1
Қарт қойшыны шайтан бар деген үйіне кіргізеді.,1
"Қойшы үйдің төріне жата бергенде, шайтандар қойшыны қоршап алып: — Қызмет бер, қызмет бер,– деп маза бермейді.",1
"Қойшы барлығына бұйрық беріп: — Таң атқанша терезенің алдына бір үлкен үй тұрғызыңдар, үйдің алды көл болып, жүзген қаздары, айнала өскен ағаштары болсын,– дейді.",1
"Шайтандар түн ортасы болмай-ақ қойшының тапсырмасын орындап, тағы да маза бермейді.",1
"Қойшы мазасын ала берген соң, барлық шайтандарды жинап: — Кәне, барлығың қой болып мына пештің ішіне кіріңдер де үндемей жата қалыңдар,–дейді.",1
"Шайтандар пештің ішіне кірген соң пештің аузын да, төбесін де үлкен таспенен қойшы бітеп қояды.",1
"Шайтандар шыға алмай: — Тұра тұр бәлем, қой баққаныңда бір кездесерміз,–деп ұйқыға кіріседі.",1
"Таң атқан соң қойшы шалмен қоштасып, жолға шығады.",1
Қойшы бірнеше күндер жол жүріп туған еліне келеді.,1
Әкесі-шешесі қуанып той жасайды.,1
"Бірақ кедейліктен қойшы сол жердегі бір байдың қойын қыста далаға бағып шығуға екі қозылы қой, бір қайыс етік, бір шекпен киімге жалданады.",1
"Күндерде бір күні қойшы қойларды қар астындағы тебінде жайып жүрсе, баяғы бекітіп кеткен шайтандары келіп, қойшымен амандаса кетеді.",1
Қойшы бір құшақ қамысты алып өртей бастайды.,1
"Шайтандар қорқып: — Ойбай, не істеп жатырсың? –дейді.",1
"Қойшы: — Сендерді алтындарыңды тауып бермейді деп, өртейін деп жатырмын,–дейді.",1
"Зәресі кеткен шайтандар «Ойбай, өлтірме, қазір алтындарымызды әкеліп берейік», – деп жалына бастайды.",1
Қойшы отты сөндіре қояды.,1
Көп кешікпей шайтандар алтындарын қойшыға алып кеп береді.,1
Қойшы алтынды алып шайтандармен «қош» айтысады.,1
"Қойшы алтынды даладағы бір иесіз үйге сақтап, байға жұдырықтайын әкеліп көрсетеді.",1
"Өмірінде алтын көрмеген бай қойшыға: — Маған алтыныңды сат,–дейді.",1
"Қойшы: — 400 қойға ал, – дейді.",1
"Бай қойын беріп, алтынды алады.",1
"Екінші күні әуелгіден көбірек алтын әкеліп, байға тағы көрсетеді.",1
Бай оны да қойшымен келісіп жалғыз арғымағына алады.,1
Үшінші күні қойшы бір торсық алтын әкеліп көрсетеді.,1
"Бай бұл алтынды жалғыз қызына сатып алып, қойшыны өз алдына отаулап шығарады.",1
"Күндерде бір күні қыс өтіп, жаз да шығады.",1
"Қойшы байдан тиесілі қойларын, заттарын алып, қалған алтынын, алтынға алған қойларын алып өз алдына үй-жай болыл шаруашылық құрады.",1
"Үрейі ұшқан бай қойшыдан қорқып, іргесін аулақтай береді.",1
Ertegiler. kz Баяғы заманда үлкен ну орманда жануарлар өмір сүріпті.,1
"Орманның ішінде түрлі аңдар, құстар, жәндіктер, тіпті су жәндіктері де болған.",1
Бірақ олар бір күні өздеріне патша сайлауды шешеді.,1
"Барлық жануарлар жиналып, кімнің ең лайықты екенін ойластыра бастайды.",1
"Алдымен арыстан шығып:— Мен күштімін, ормандағы ең мықты аңмын.",1
Мен патша болуым керек!,1
— деді.,1
"Келесі болып, піл келіп:— Мен үлкенмін, барлығын қорғап, қауіптен сақтай аламын.",1
Мен патша болуым керек!,1
— деді.,1
"Түлкі болса, өзінің тапқырлығын көрсетіп:— Мен өте ақылдымын, қиын жағдайда дұрыс шешім қабылдай аламын.",1
Мен патша болуым керек!,1
— деп өз сөзін айтты.,1
"Барлық жануарлар ойланып, бір-біріне қарады.",1
"Әрқайсысы патша болғысы келеді, бірақ кімнің ең лайықты екенін шеше алмайды.",1
"Сонда кішкентай қоян алға шығып, былай деді:— Менде үлкен күш те жоқ, мен де піл сияқты алып емеспін, түлкі сияқты тапқырлығым да аз.",1
Бірақ менің бір ұсынысым бар: патша өзімен бірге барлық жануарларды сүйе білуі керек.,1
"Күштілерге қарамастан, кішігірім жануарларды да қорғай алатын, ақылды әрі мейірімді патша болғаны жөн.",1
"Бұл сөздерді естіген жануарлар ойланып, бір-біріне қарады.",1
"Барлығы қоянның даналығын мойындап, оның айтқанына келісті.",1
"Сөйтіп, орманның барлық тұрғындары бірігіп, ""Жануарлар патшасын"" сайлаудың орнына, барлығы бірге өмір сүріп, бір-біріне қамқор болуды шешті.",1
"Сол күннен бастап ормандағы барлық жануарлар бір-біріне көмек беріп, тату-тәтті өмір сүре бастады.",1
Бұл ертегі арқылы балалар жануарлардың өзара сүйіспеншілігі мен бірлік арқылы барлық қиындықтарды жеңе алатынын үйренеді.,1
Баяғы өткен заманда байлығы жұрттан асқан бір хан болыпты.,1
"Бұл ханның ұлы болмапты, жалғыз-ақ ай десе аузы, күн десе көзі бар Қаншайым атты бір қызы болыпты.",1
"Қыздың сұлулығы сондай, қараған адам есінен танып қалады екен.",1
"Күндердің бір күнінде Қаншайым қыз қырық қыз нөкерімен сейіл құрып, суға түсуге барады.",1
"Суға түсіп бола берген кезінде Қаншайымды көктен бір қарақұс келіп, көтеріп кетеді.",1
Қырық қыз шулап қала береді.,1
Бірнеше күнге дейін ханға естіртуге ел-жұрт бата алмайды.,1
Бір ақсақалды шал келіп естіртеді.,1
"Хан есінен танып, тағынан құлап түседі.",1
"Ел-жұрты кетіп, тыныштық үйде хан есін жиып, бақсы-балгер, қожа-молда жинайды, қызды олардың бірі де біле алмайды, бәрінен де жәрдем болмайды.",1
"Тек ханның уәзірі Назар келіп, ханмен ақылдасып, былай дейді: - Мұхиттың ар жағында балықшы Сәлім деген бар, оның жеті өнерпаз баласы бар.",1
"Бір тапса, солар табады.",1
"Жаныма бес жүз әскер қосып беріп, темірден кеме соққыз да мені соған жібер.",1
"Хан табанда барлық айтқан керегін дайын қылып, бас уәзірді аттандырады.",1
"Назар сумен жол жүріп, бір айда аман-сау мұхит теңізінің ар жағындағы Сәлім шалға жетеді.",1
"Барса, жеті өнерпаз балалары жоқ, шалдың өзі ғана отыр екен.",1
Сәлім шал әскермен келген Назардан қорқып кетеді.,1
"Назар уәзір Сәлім шалға мән-жайының бәрін баян етеді, ханның алтын мөрін басып, өтініп жазған хатын береді, әдейі іздеп келгенін айтады.",1
"Сол арада Сәлім шал балаларын шақырып алып: - Айлық алыс, шет жерден сендердің өнеріңді естіп жетіпті.",1
Нәсіп болса барыңдар.,1
"Егер тапсаңдар, дүние-мүлкімен қызын береді.",1
"Өнерді ішке сақтамай, сыртқа шығарыңдар! - дейді.",1
Сонымен жеті өнерпаз ханның бас уәзірі Назарға еріп жүреді.,1
"Бұлар бірнеше күн жол жүріп, бір-екі күн қалғанда сүйінші сұрауға Назар ханға бір кісі жібереді.",1
"Ол барып сүйінші сұрағанда хан аямай сүйінші беріп, алдынан бес жүз ошақ қаздырып, той жасайды.",1
Аман-сау жеті өнерпазды алып Назар да келеді.,1
"Хан жеті өнерпазды көріп, қатты қуанып, бала кайғысының бәрін ұмытқандай болады.",1
"Бірер күн тыныққан соң, хан қасына жеті өнерпазды ертіп баяғы қызды көтеріп әкеткен қарақұстың қасына келеді.",1
Қарақұс қызды алып аспанға ұшады.,1
"Жеті өнерпаздың ішіндегі үлкені аспанға ұша біледі екен, барлығын сол бастап, қызды көтеріп ұшқан қарақұстың көлеңке ізіне түсіп қуады.",1
"Бұлар көкте жеті күн, жеті түн ұшады, сегізінші күн дегенде құсты көреді.",1
"Бір дарияның жағасында құс отыр, қыз шашын тарап тұр екен.",1
"Қуғыншылардың дабыл қағып ұшқан екпінінен қорқып, қарақұс қызды алып, тағы да аспанға ұшады.",1
"Сонда қуғыншылар: «Қыздан айырылдық», - деп жылайды.",1
"Жігіттердің үлкені екіншісіне: «Өнеріңді істе», - дейді.",1
"Екіншісі асқан мерген екен, құстың екі қанатынан көздеп атқан оғы оның екі санын жұлып түседі.",1
"Аспанда шыр айналып келіп, қыз суға түскенде, үшіншісі сушыл екен, суға сүңгіп, қызды алып шығады.",1
"Қыз жұтқан суын қайта құсып, аман түрегеледі.",1
"Бұлар енді судан құрғаққа шыққан кезде, бір үлкен айдаһар бәрін лебімен жұтып барады екен.",1
"Енді бұлардың төртіншісі асқан ұста екен, қолындағы екі тасын бір-біріне соғыстырып қалғанда бес шақырым жерден қорған соғылады екен.",1
"Ол тасын қолына алып соғыстырып еді, бес шақырым жерден қорған соғылып, әлгі айдаһар қорғанның сыртынан оралып жатып қалады.",1
Бірнеше күн тас қорғанның ішінде бұлар да жатады.,1
"Айдаһар тас қорғанды сыртынан орап алып, қысып сыға бастайды.",1
"Бұлар қысылып өлер болған соң, бесіншісі де өнерін істейді.",1
"Бұлардың бесіншісі жер астынан жол салғыш екен, қолындағы асыл тасын шаққанда, бес шақырымдай жер астынан жол салынып шығады екен.",1
Айдаһар сол күйінде таста оралып жатып қалады.,1
"Бұлар жер бетіне шыққан соң, еліне апаратын жолдың қай жақта екенін біле алмай, айласы таусылып, адасады.",1
"Бұлардың алтыншысы жол болжағыш екен, оқу оқып көзін сипаса, бір күндік жерден жол көреді екен.",1
"Алтыншысы өнерін істеп, бір күндік жердегі жолды табады.",1
"Бірақ өздері арып-ашып, шаршаған, жаяу жүре-жүре табандары тесілген, тамақтары және жоқ, аш әлсіреп қалады.",1
Жетіншісі тағам жасағыш екен.,1
"Қойнындағы бір асыл табағын алып, жолдастарын күніне үш мезгіл тамаққа тойдырып отырады.",1
"Бұлар бірнеше күн жол жүріп, ханның ауылына жетеді, бәрі де аман.",1
Қаншайым қызды да аман алып келеді.,1
Сонан соң хан ат шаптырып той істейді.,1
"Хан елжұрты болып, жеті өнерпазға қатты риза болады.",1
"Хан жеті өнерпазға риза болғандықтан: - Қызымды біреуің жолдас қылып алыңдар, - дейді.",1
"Сонда тұрып жеті өнерпаздың ең үлкені: - Бәріміз де істеген өнерімізді айтып өтелік, қайсымыздікі артық болса, сол алсын, - дейді.",1
Хан мақұл көреді.,1
Сонда ең үлкені тұрып: - Бұл қызға менің істеген өнерім бәрінен басым.,1
"Мен болмасам бұл қыз жоқ еді, - деп жеті күн қарақұстың ізімен аспанда ұшқанын айтады. - Сондықтан қыз маған тиісті, - дейді ол.",1
"Екіншісі: - Сенің өнерің таусылып, қызды қарақұс аспанға алып бара жатқанда мен атпасам, қыз жоқ еді.",1
"Сондықтан қыз маған тиісті, - дейді.",1
"Үшіншісі тұрып: - Сен аспаннан қызды атып түсіргенде мен судан сүңгіп алмағанда, қыз жоқ еді.",1
"Сондықтан қыз маған тиісті, - дейді.",1
"Сонда төртіншісі тұрып: - Мен тастан қорған соқпағанда, бәріңді де айдаһар жұтып қоятын еді, қыз да, сендер де жоқ едіңдер.",1
"Сондықтан да қыз маған тиісті, - дейді. - Мен болмасам, бәрің де тастың астында қырылып өлер едіңдер, сондықтан қыз маған тиісті, - дейді бесіншісі.",1
Алтыншысы тұрып: - Бәрің де жол таба алмай адасатын едіңдер.,1
"Бұларды адастырмай, жол тауып берген мен емес пе?",1
"Қыз маған тиісті, - дейді.",1
"Ақырында жетіншісі тұрып: - Менің табағымнан ас жемесендер, бәрің де аштан өлер едіңдер.",1
"Сондықтан қыз маған тиісті, - дейді.",1
"Бәрі де өздерінің өнерін айтып, ханға жүгінеді.",1
Хан білгіштерін жинайды.,1
"Сонда бір қария тұрып: - Бұл жетеуінің бәрінің де өнері бірдей, бірақ қызды сүңгуірге қосыңыз, өйткені ол қызды басқалардан бұрын барып құшты ғой.",1
"Ал, қалған алтауына алты ханның қызын әперіп, алты жерге уәзір сайлаңыз, - дейді.",1
"Хан қызын сүңгуірге қосып, қалған алтауына алты ханның қызын әперіп, алты елді билетіпті.",1
"Сөйтіп, жеті өнерпаз мұратына жетіпті.",1
Жолдаған: Ғазымбек Фархат 11 жасАтырау қаласы,1
"Қазақ халқының ұлттық ертегілері Арыстан түлкіні ұстап алып: “Мен енді сені жеймін”, — депті.",1
"— Босқа әуре болма, аманыңда тайып тұр, мен аңдардың патшасымын, — дейді түлкі.",1
"— Жоқ, аңдардың патшасы сен емес, менмін! – дейді арыстан.",1
"— Нанбасаң, — дейді сонда түлкі, — екеуіміз орманды аралайық, кімнің кім екенін сонда көресің.",1
"— Екеуі осыған келісіпті де, орманды кезіп жүріп кетеді.",1
Түлкімен бірге келе жатқан арыстанды көре сала аңдар зыта-зыта жөнеледі екен.,1
"Осылайша біраз жүргеннен кейін: «Түлкінің айтқаны дұрыс болды, аңдардың патшасы екен бұл» деп қорыққан арыстан қашып құтылыпты.",1
Ел аузынан.,1
"Ерте, ерте ертеде, ешкі жүні бөртеде, қырғауыл жүні қызылда, құйрық жүні ұзында бір қоян болыпты.",1
"Бір күні келе жатып, тасбақаны көріпті.",1
"Тасбақаға:-Оо, достым, қайда бара жатсың? – десе,- бүгін күн қандай тамаша?",1
Серуендеуге шықтым.,1
"Өзіңмен кездесу бір ғанибет, кездесуімізді атап өтпедік пе? – депті тасбақа.",1
"Сөйтіп дереу нан жабатын таба тауып, ұннан қамыр жасап, нан пісірмекші болыпты.",1
Екеуі пісіріп жатқанда қоянның ойына бір арам ой келіпті.,1
"«Бұл нанды қалай өзім жесем екен? »,- деп әрі ойланып, бері ойланып тасбақаға былай депті:- Тасбақа досым, былай істейміз бе?",1
Мына табаны төбеден төменге қарай зырғытып жіберейік.,1
"Кім бірінші жетсе, сол жесін нанды! – депті.",1
Тасбақа оған келіскісі келмепті.,1
Себебі қоянға еріп жете алмайтынын біліпті.,1
Бірақ қоян дегенінен қайтпай тұрып алыпты.,1
Осылайша тасбақа көнуге мәжбүр болыпты.,1
"Сол кезде оның ойына бір айла келіп, қоян басқа жаққа қарап тұрғанда, табаның ішінен нан жабыспасын деп сулап қойыпты.",1
"Қоян табаны төбеден зырғытып, өзі төменге қарай зулай жөнелгенде нанның табадан түсіп, ағашқа барып жабысып қалғанын көрмей қалыпты.",1
"Ал тасбақа болса, асықпай төменге түсіп, ағашқа жабысқан нанды алып жей бастапты.",1
"Әрең дегенде табаға жеткен қоян, ішін ашып қараса, нан жоқ?",1
"Не істерін білмей, төбеге қарай жүгіре жөнеліпті.",1
"Жүгіріп келе жатып, ұзақтан тасбақаның нанды жеп отырғанын көріпті.",1
Амал қанша?,1
Келісім бойынша нанды бірінші алған жеуі тиіс.,1
Қарны ашқан ол жалбарына бастапты.,1
"Айналайын тасбақа, бір үзім наныңнан берші? – десе, бір үзім, екі үзім дегенді білмеймін.",1
"Өзі шикі піссе де, дәмді екен, - деп барлығын жеп тауысып қойыпты.",1
"Қарнын сипап тұрып:-Ал қоян досым, бүгінгі тамақ өте дәмді болды.",1
Үлкен рахмет! - деп үйіне қарай жол тартыпты.,1
"Ал қоянның сілекейі шұбырып, қарны ашып, ағаштың бетінде қалған нан ұсақтарын кеміре бастайды.",1
"Міне, сол күннен бастап ағаш қабықтарын кеміруді қояндар ұнататын болыпты.",1
Қазақ халқының ұлттық ертегілері Ертеде Мадан деген хан болыпты.,1
"Хан болған соң, оның қырық уәзірі бар екен.",1
Бір күні хан уәзірлерімен ақылдасып отырып: — Уәзірлерім!,1
"Сендер әрқайсысың, асып туған ақылды, данышпан едіңдер.",1
"Мен сендерді бір жұмысқа жұмсаймын, сендер маған дүниедегі адамның жаманын және шөптің жаманын, құстың жаманын тауып келіңдер.",1
Он бір ай уақыт беремін.,1
"Сол он бір айдың ішінде тауып келмесеңдер, жазалы боласыңдар!",1
— дейді.,1
"Хан бұйырған соң, амал жоқ!",1
"Уәзірлері өзара ақылдасып, іздеуге кіріседі.",1
"Көп іздеп, азап шегіп, шеңгел деген шөпті тауып: «Өзі — тікен, арасынан жүрсе, киім жыртады, мал жемейді екен, шөптің жаманы осы ғой», — деп, шеңгелді алады.",1
"Қырғауыл деген құсты тауып: «Үстінде жүні жоқ, ұсқыны келіссіз, құстың жаманы осы екен», — деп, қырғауылды атып алады.",1
"Енді адамның жаманын таба алмай, қырық уәзір келе жатса, таудың етегінде, үстінде жыртық тоны, басында тері тымағы бар, бір адам бес-он қойды бағып жүр екен.",1
"Уәзірлер: «Адамның жаманы, сірә, осы болар-ау», — деп тұрғанда, әлгі адам: — Уа, мырзалар, жол болсын!",1
— дейді.,1
"Уәзірлер ханның сондай бір жұмысқа жұмсағанын, шөптің, құстың жаманын тауып, ал адамның жаманын таба алмай жүргендерін айтады.",1
Жаман тұрып: — Түсінікті!,1
"Адамның жаманы керек болса, мен боламын, — дейді.",1
"— Олай болса, жарайды, — деп, Жаманды аттарына мінгестіріп алып ханға жөнеледі.",1
"Ханға келе жатып, Жаман: — Адамның жаманын тауып алдыңыздар, бірақ шөптің жаманы мен құстың жаманын таба алмаған екенсіңдер.",1
"Шөптің жаманы — қарақоға, құстың жаманы — сауысқан еді, — деп, уәзірлерге қырғауыл мен шеңгелді тастатып, олардың орнына қарақоға мен сауысқанды алдырады.",1
